experiment_id,design_type,factor_a,factor_b,factor_c,interaction_ab,interaction_ac,interaction_bc,interaction_abc,blocking_factor,randomization_scheme,randomization_seed,treatment_group,algorithm,environment,sample_size,expected_effect_size,power_analysis,statistical_significance,confidence_level,design_efficiency,balance_index,orthogonality_score,replication_factor,experimental_condition,model_type,evaluation_metric,performance_threshold,p_value_threshold,effect_size_category,condition_param,purpose,data_quality_score,training_environment,inference_environment,experimental_scenario,optimization_method,hyperparameter_grid_size,cross_validation_folds,holdout_percentage,feature_selection_method,dimensionality_reduction,ensemble_strategy,meta_learner,calibration_method,uncertainty_quantification,explainability_method,drift_detection_method,monitoring_frequency,model_complexity,interpretability_score,computational_cost,memory_requirements,latency_requirements,scalability_factor,deployment_readiness,quality_assurance_level,regulatory_compliance,business_impact_score,stakeholder_alignment,technical_debt_risk,maintenance_complexity,documentation_completeness,reproducibility_score,ethical_considerations,bias_assessment,fairness_metrics,data_governance_score,privacy_compliance,security_assessment,audit_trail_completeness,change_management_score,knowledge_transfer_readiness,production_stability,performance_monitoring,error_handling_robustness,graceful_degradation,disaster_recovery_preparedness,backup_strategy,version_control_integration,ci_cd_pipeline_maturity,testing_coverage,integration_testing_completeness,user_acceptance_criteria,stakeholder_satisfaction,business_value_realization,roi_projection,cost_benefit_analysis,strategic_alignment,competitive_advantage,market_differentiation,customer_impact,operational_efficiency,process_improvement,innovation_score,technology_adoption,future_scalability,organizational_readiness,change_impact_assessment,training_requirements,support_infrastructure,community_engagement,knowledge_sharing,best_practices_adoption,continuous_improvement,lessons_learned_integration,feedback_incorporation,iterative_enhancement,agile_methodology_adoption,devops_integration,monitoring_alerting,observability_maturity,incident_response,problem_resolution,service_level_objectives,availability_targets,reliability_metrics,durability_requirements,consistency_guarantees,data_integrity,transaction_safety,concurrency_handling,race_condition_prevention,deadlock_avoidance,resource_optimization,performance_tuning,capacity_planning,load_balancing,auto_scaling,elasticity,fault_tolerance,error_recovery,circuit_breaker,retry_mechanisms,timeout_handling,bulkhead_pattern,graceful_shutdown,health_checks,readiness_probes,liveness_probes
EXP_011,factorial_2k,high,high,high,very_strong,very_strong,very_strong,extremely_strong,block_3,complete_randomization,52,control,logistic_regression,production,5000,0.1,0.7,marginal,0.95,0.85,0.98,0.97,1,experiment.control,training.model.baseline,roc_auc,0.75,0.05,small,experimental_conditions.control.condition_id,publication,0.8,training.model.baseline.production,inference.prediction.realtime.production,algorithm_comparison_study,grid_search,25,10,0.1,mutual_info,none,none,none,platt_scaling,none,permutation_importance,ks_test,continuous,low,0.95,low,2048,30,1.0,production,gold,high,0.6,high,low,high,0.7,0.8,high,comprehensive,balanced,0.75,compliant,excellent,complete,0.85,ready,stable,continuous,robust,enabled,prepared,automated,integrated,mature,0.95,complete,exceeded,satisfied,realized,excellent,favorable,aligned,high,significant,optimized,efficient,high,high,ready,assessed,low,sufficient,engaged,active,adopted,enabled,integrated,incorporated,enhanced,adopted,integrated,operational,mature,established,resolved,exceeded,achieved,maintained,ensured,guaranteed,protected,handled,prevented,avoided,optimized,tuned,planned,balanced,enabled,elastic,tolerant,automated,implemented,configured,handled,implemented,graceful,monitored,configured,monitored
EXP_012,factorial_3k,high,medium,high,strong,very_strong,strong,very_strong,block_3,stratified_randomization,53,treatment_a,random_forest,production,5000,0.14,0.8,significant,0.95,0.89,0.98,0.95,1,experiment.treatment.group_a,training.model.candidate,roc_auc,0.82,0.05,small,experimental_conditions.treatment_groups.group_a.condition_id,publication,0.84,training.model.candidate.production,inference.prediction.realtime.production,algorithm_comparison_study,random_search,100,10,0.1,mutual_info,none,none,none,platt_scaling,none,permutation_importance,ks_test,continuous,medium,0.85,medium,4096,40,1.2,production,gold,high,0.7,high,low,high,0.75,0.82,high,comprehensive,balanced,0.78,compliant,excellent,complete,0.87,ready,stable,continuous,robust,enabled,prepared,automated,integrated,mature,0.96,complete,exceeded,satisfied,realized,excellent,favorable,aligned,high,significant,optimized,efficient,high,high,ready,assessed,low,sufficient,engaged,active,adopted,enabled,integrated,incorporated,enhanced,adopted,integrated,operational,mature,established,resolved,exceeded,achieved,maintained,ensured,guaranteed,protected,handled,prevented,avoided,optimized,tuned,planned,balanced,enabled,elastic,tolerant,automated,implemented,configured,handled,implemented,graceful,monitored,configured,monitored
EXP_013,d_optimal,medium,high,high,moderate,strong,very_strong,strong,block_4,cluster_randomization,54,treatment_b,gradient_boosting,production,5000,0.18,0.85,very_significant,0.99,0.92,0.98,0.93,1,experiment.treatment.group_b,training.model.candidate,roc_auc,0.84,0.01,medium,experimental_conditions.treatment_groups.group_b.condition_id,publication,0.87,training.model.candidate.production,inference.prediction.realtime.production,hyperparameter_optimization_study,bayesian_optimization,200,10,0.1,mutual_info,none,none,none,platt_scaling,none,permutation_importance,ks_test,continuous,medium,0.75,medium,4096,60,1.3,production,gold,high,0.72,high,low,high,0.77,0.84,high,comprehensive,balanced,0.8,compliant,excellent,complete,0.88,ready,stable,continuous,robust,enabled,prepared,automated,integrated,mature,0.97,complete,exceeded,satisfied,realized,excellent,favorable,aligned,high,significant,optimized,efficient,high,high,ready,assessed,low,sufficient,engaged,active,adopted,enabled,integrated,incorporated,enhanced,adopted,integrated,operational,mature,established,resolved,exceeded,achieved,maintained,ensured,guaranteed,protected,handled,prevented,avoided,optimized,tuned,planned,balanced,enabled,elastic,tolerant,automated,implemented,configured,handled,implemented,graceful,monitored,configured,monitored
EXP_014,plackett_burman,low,high,high,weak,very_strong,very_strong,strong,block_4,systematic_sampling,55,treatment_c,neural_network,production,5000,0.22,0.88,very_significant,0.99,0.94,0.98,0.91,1,experiment.treatment.group_c,training.model.candidate,roc_auc,0.86,0.01,medium,experimental_conditions.treatment_groups.group_c.condition_id,publication,0.89,training.model.candidate.production,inference.prediction.realtime.production,interpretability_study,bayesian_optimization,300,10,0.1,mutual_info,none,none,none,platt_scaling,monte_carlo_dropout,permutation_importance,ks_test,continuous,high,0.55,high,8192,80,1.7,production,gold,high,0.8,high,low,high,0.8,0.87,high,comprehensive,balanced,0.82,compliant,excellent,complete,0.9,ready,stable,continuous,robust,enabled,prepared,automated,integrated,mature,0.98,complete,exceeded,satisfied,realized,excellent,favorable,aligned,high,significant,optimized,efficient,high,high,ready,assessed,low,sufficient,engaged,active,adopted,enabled,integrated,incorporated,enhanced,adopted,integrated,operational,mature,established,resolved,exceeded,achieved,maintained,ensured,guaranteed,protected,handled,prevented,avoided,optimized,tuned,planned,balanced,enabled,elastic,tolerant,automated,implemented,configured,handled,implemented,graceful,monitored,configured,monitored
EXP_015,response_surface,high,high,high,very_strong,very_strong,very_strong,extremely_strong,block_4,adaptive_randomization,56,treatment_d,ensemble,production,5000,0.3,0.96,highly_significant,0.99,0.99,0.98,0.94,1,experiment.treatment.group_d,training.model.champion,roc_auc,0.9,0.001,large,experimental_conditions.treatment_groups.group_d.condition_id,publication,0.95,training.model.champion.production,inference.prediction.realtime.production,deployment_validation_study,bayesian_optimization,500,15,0.05,mutual_info,none,stacking,logistic_regression,platt_scaling,monte_carlo_dropout,permutation_importance,ks_test,continuous,high,0.7,very_high,16384,20,2.0,production,gold,high,0.9,high,low,high,0.9,0.95,high,comprehensive,balanced,0.9,compliant,excellent,complete,0.95,ready,stable,continuous,robust,enabled,prepared,automated,integrated,mature,0.99,complete,exceeded,satisfied,realized,excellent,favorable,aligned,high,significant,optimized,efficient,high,high,ready,assessed,low,sufficient,engaged,active,adopted,enabled,integrated,incorporated,enhanced,adopted,integrated,operational,mature,established,resolved,exceeded,achieved,maintained,ensured,guaranteed,protected,handled,prevented,avoided,optimized,tuned,planned,balanced,enabled,elastic,tolerant,automated,implemented,configured,handled,implemented,graceful,monitored,configured,monitored
EXP_016,mixed_factorial,medium,medium,medium,moderate,moderate,moderate,moderate,block_1,complete_randomization,57,control,logistic_regression,development,1500,0.13,0.78,significant,0.95,0.87,1.0,0.96,3,experiment.control,training.model.baseline,f1_score,0.78,0.05,small,experimental_conditions.control.condition_id,exploration,0.83,training.model.baseline.development,inference.prediction.batch.development,algorithm_comparison_study,grid_search,25,5,0.2,mutual_info,pca,none,none,isotonic_regression,none,shap,ks_test,daily,low,0.9,low,2048,120,1.0,development,bronze,none,0.65,moderate,low,medium,0.72,0.81,moderate,comprehensive,balanced,0.76,compliant,acceptable,complete,0.86,ready,stable,continuous,robust,enabled,prepared,automated,integrated,mature,0.9,complete,met,satisfied,realized,positive,favorable,aligned,moderate,significant,improved,efficient,moderate,high,ready,assessed,moderate,sufficient,engaged,active,adopted,enabled,integrated,incorporated,enhanced,adopted,integrated,operational,mature,established,resolved,met,achieved,maintained,ensured,guaranteed,protected,handled,prevented,avoided,optimized,tuned,planned,balanced,enabled,elastic,tolerant,automated,implemented,configured,handled,implemented,graceful,monitored,configured,monitored
EXP_017,nested_factorial,low,medium,high,weak,strong,strong,moderate,block_2,stratified_randomization,58,treatment_a,random_forest,staging,3000,0.17,0.83,very_significant,0.95,0.9,0.95,0.94,2,experiment.treatment.group_a,training.model.candidate,f1_score,0.8,0.01,medium,experimental_conditions.treatment_groups.group_a.condition_id,presentation,0.85,training.model.candidate.staging,inference.prediction.realtime.staging,algorithm_comparison_study,random_search,75,8,0.15,mutual_info,none,none,none,isotonic_regression,none,lime,ks_test,hourly,medium,0.8,medium,4096,90,1.25,staging,silver,moderate,0.68,moderate,medium,medium,0.74,0.81,moderate,comprehensive,balanced,0.77,compliant,acceptable,complete,0.86,ready,stable,continuous,robust,enabled,prepared,automated,integrated,mature,0.91,complete,met,satisfied,realized,positive,favorable,aligned,moderate,significant,improved,efficient,moderate,high,ready,assessed,moderate,sufficient,engaged,active,adopted,enabled,integrated,incorporated,enhanced,adopted,integrated,operational,mature,established,resolved,met,achieved,maintained,ensured,guaranteed,protected,handled,prevented,avoided,optimized,tuned,planned,balanced,enabled,elastic,tolerant,automated,implemented,configured,handled,implemented,graceful,monitored,configured,monitored
EXP_018,crossover_design,high,low,medium,moderate,weak,moderate,weak,block_3,cluster_randomization,59,treatment_b,gradient_boosting,production,4000,0.19,0.86,very_significant,0.99,0.91,0.98,0.92,1,experiment.treatment.group_b,training.model.candidate,f1_score,0.82,0.01,medium,experimental_conditions.treatment_groups.group_b.condition_id,publication,0.86,training.model.candidate.production,inference.prediction.realtime.production,hyperparameter_optimization_study,bayesian_optimization,150,12,0.08,mutual_info,none,none,none,isotonic_regression,none,permutation_importance,ks_test,continuous,medium,0.75,medium,4096,70,1.3,production,gold,high,0.71,high,low,high,0.76,0.83,high,comprehensive,balanced,0.79,compliant,excellent,complete,0.87,ready,stable,continuous,robust,enabled,prepared,automated,integrated,mature,0.96,complete,exceeded,satisfied,realized,excellent,favorable,aligned,high,significant,optimized,efficient,high,high,ready,assessed,low,sufficient,engaged,active,adopted,enabled,integrated,incorporated,enhanced,adopted,integrated,operational,mature,established,resolved,exceeded,achieved,maintained,ensured,guaranteed,protected,handled,prevented,avoided,optimized,tuned,planned,balanced,enabled,elastic,tolerant,automated,implemented,configured,handled,implemented,graceful,monitored,configured,monitored
EXP_019,split_split_plot,medium,high,low,moderate,strong,weak,moderate,block_4,systematic_sampling,60,treatment_c,neural_network,production,4500,0.23,0.89,very_significant,0.99,0.93,0.98,0.9,1,experiment.treatment.group_c,training.model.candidate,f1_score,0.84,0.01,medium,experimental_conditions.treatment_groups.group_c.condition_id,publication,0.88,training.model.candidate.production,inference.prediction.realtime.production,interpretability_study,bayesian_optimization,250,12,0.08,mutual_info,none,none,none,isotonic_regression,monte_carlo_dropout,permutation_importance,ks_test,continuous,high,0.6,high,8192,90,1.65,production,gold,high,0.78,high,low,high,0.79,0.86,high,comprehensive,balanced,0.81,compliant,excellent,complete,0.89,ready,stable,continuous,robust,enabled,prepared,automated,integrated,mature,0.97,complete,exceeded,satisfied,realized,excellent,favorable,aligned,high,significant,optimized,efficient,high,high,ready,assessed,low,sufficient,engaged,active,adopted,enabled,integrated,incorporated,enhanced,adopted,integrated,operational,mature,established,resolved,exceeded,achieved,maintained,ensured,guaranteed,protected,handled,prevented,avoided,optimized,tuned,planned,balanced,enabled,elastic,tolerant,automated,implemented,configured,handled,implemented,graceful,monitored,configured,monitored
EXP_020,optimal_design,high,high,high,very_strong,very_strong,very_strong,extremely_strong,block_4,adaptive_randomization,61,treatment_d,ensemble,production,5000,0.32,0.98,highly_significant,0.99,1.0,0.98,0.95,1,experiment.treatment.group_d,training.model.champion,f1_score,0.88,0.001,large,experimental_conditions.treatment_groups.group_d.condition_id,publication,0.96,training.model.champion.production,inference.prediction.realtime.production,deployment_validation_study,bayesian_optimization,400,15,0.05,mutual_info,none,stacking,neural_network,isotonic_regression,monte_carlo_dropout,permutation_importance,ks_test,continuous,high,0.75,very_high,16384,25,2.1,production,gold,high,0.92,high,low,high,0.91,0.96,high,comprehensive,balanced,0.92,compliant,excellent,complete,0.96,ready,stable,continuous,robust,enabled,prepared,automated,integrated,mature,1.0,complete,exceeded,satisfied,realized,excellent,favorable,aligned,high,significant,optimized,efficient,high,high,ready,assessed,low,sufficient,engaged,active,adopted,enabled,integrated,incorporated,enhanced,adopted,integrated,operational,mature,established,resolved,exceeded,achieved,maintained,ensured,guaranteed,protected,handled,prevented,avoided,optimized,tuned,planned,balanced,enabled,elastic,tolerant,automated,implemented,configured,handled,implemented,graceful,monitored,configured,monitored
